Branch_name,Vehicle_Make,Year_Manufacture,Loan_Tenure,Interest_Rate,Annual_Income,Loan_Amount
TAMAN SRI TEBRAU,PROTON,2019,60,0.0468," RM24,001 - RM48,000",25500
TAMAN SRI TEBRAU,PROTON,2019,108,0.047," RM48,001 - RM72,000",64000
UPPER LANANG,TOYOTA,2019,84,0.0395," RM48,001 - RM72,000",74000
"BANDAR TUN HUSSEIN ONN, SELANGOR",PERODUA,2019,60,0.0468," RM24,001 - RM48,000",30000
TELUK INTAN BRANCH,TOYOTA,2019,84,0.0405," RM24,001 - RM48,000",77900
"PUSAT DAGANGAN BAKRI,MUAR",PROTON,2019,84,0.0395," RM72,001 - RM96,000",96000
KEPONG BRANCH,HONDA,2018,108,0.0398," Above RM120,000    ",148000
RAWANG BRANCH,VOLVO,2019,84,0.0371," Above RM120,000    ",300000
"TAMAN SRI SINAR, SEGAMBUT BRANCH",HYUNDAI,2019,48,0.038," RM72,001 - RM96,000",110000
BATU PAHAT BRANCH,PROTON,2019,60,0.0454," RM96,001 - RM120,000",35000
"JALAN GENUANG, SEGAMAT   ",MITSUBISHI,2019,84,0.0384," RM24,001 - RM48,000",90000
TAMAN SRI TEBRAU,PERODUA,2018,60,0.0476," Above RM120,000    ",28900
TAMAN SRI TEBRAU,TOYOTA,2019,108,0.0403," RM96,001 - RM120,000",73700
"CHENG, MELAKA",PROTON,2018,84,0.0475," RM24,001 - RM48,000",30000
"JALAN KAPAR, KLANG          ",PROTON,2019,108,0.05," RM18,001 - RM24,000",33000
TAMAN ABAD,KIA,2019,60,0.0399, Undisclosed        ,60000
"JALAN KAPAR, KLANG          ",PROTON,2019,60,0.0469," RM24,001 - RM48,000",25000
BINTANGOR BRANCH,TOYOTA,2019,84,0.0396," RM48,001 - RM72,000",70000
BANDAR PUTERI PUCHONG ,NISSAN,2019,108,0.0394," RM48,001 - RM72,000",61000
"JALAN KAPAR, KLANG          ",TOYOTA,2019,36,0.043," RM96,001 - RM120,000",33000
"JALAN KAPAR, KLANG          ",PERODUA,2018,60,0.0456," RM96,001 - RM120,000",41400
KL MAIN (EON BUILDING),PERODUA,2019,108,0.0466," RM24,001 - RM48,000",45700
TAWAU BRANCH,TOYOTA,2018,108,0.0396," RM72,001 - RM96,000",248900
PUCHONG JAYA,MERCEDES BENZ,2019,108,0.039," Above RM120,000    ",280000
MELAKA TMR1,HONDA,2019,108,0.0404, Undisclosed        ,70000
TELUK INTAN BRANCH,TOYOTA,2019,108,0.04," RM18,001 - RM24,000",60000
"TAMAN SENTOSA, KLANG BRANCH",PERODUA,2019,108,0.0424," RM48,001 - RM72,000",71600
KOTA KINABALU API API,MITSUBISHI,2019,108,0.0406," RM48,001 - RM72,000",100000
KOTA KINABALU API API,NISSAN,2018,108,0.0405," RM48,001 - RM72,000",121000
SS2 PJ,NISSAN,2019,108,0.0385," RM72,001 - RM96,000",138000
TANGKAK BRANCH,PERODUA,2019,84,0.0463," RM18,001 - RM24,000",33000
LUKUT,PROTON,2019,84,0.039," RM48,001 - RM72,000",110000
"MENJALARA, KUALA LUMPUR",PERODUA,2018,60,0.047," RM48,001 - RM72,000",30000
TAMAN SRI TEBRAU,TOYOTA,2019,108,0.0391," Above RM120,000    ",84500
MELAKA TMR1,HONDA,2019,108,0.0403," RM72,001 - RM96,000",73400
MELAKA TMR1,PROTON,2019,108,0.049," RM24,001 - RM48,000",35000
TAMAN SRI TEBRAU,MITSUBISHI,2018,108,0.0399," RM96,001 - RM120,000",125000
"JALAN KAPAR, KLANG          ",PERODUA,2019,36,0.0494," RM24,001 - RM48,000",30000
JALAN IPOH BRANCH,HONDA,2019,84,0.0391," RM96,001 - RM120,000",80000
PUCHONG JAYA,PERODUA,2019,60,0.0475," RM72,001 - RM96,000",25000
SEREMBAN 2,PERODUA,2019,84,0.0455, Undisclosed        ,35800
"PUSAT DAGANGAN BAKRI,MUAR",MITSUBISHI,2018,108,0.0403," RM48,001 - RM72,000",111400
PETALING JAYA 14 BRANCH,TOYOTA,2019,108,0.0388," Above RM120,000    ",86000
"KOMPLEKS MUNSHI ABDULLAH, MELAKA BRANCH",PERODUA,2019,108,0.0463," RM24,001 - RM48,000",55000
TAMAN SRI TEBRAU,PROTON,2018,108,0.0495," RM72,001 - RM96,000",34600
PUCHONG JAYA,PERODUA,2019,108,0.0499," RM24,001 - RM48,000",21500
TAMAN SRI TEBRAU,PROTON,2019,84,0.039," RM48,001 - RM72,000",114700
SIBU,TOYOTA,2019,108,0.0398," RM72,001 - RM96,000",140000
"PUSAT DAGANGAN BAKRI,MUAR",PERODUA,2019,84,0.0458," RM72,001 - RM96,000",35300
SS2 PJ,HONDA,2018,84,0.0391," Above RM120,000    ",80000
PUCHONG JAYA,MITSUBISHI,2019,84,0.0388," RM48,001 - RM72,000",100000
TAMAN PUNCAK JALIL,PERODUA,2019,60,0.0452," RM48,001 - RM72,000",37000
KOTA KINABALU API API,PROTON,2018,108,0.0485," RM12,001 - RM18,000",52000
"JALAN BESERAH, KUANTAN   ",PROTON,2018,108,0.0488," RM24,001 - RM48,000",50700
"JALAN BESERAH, KUANTAN   ",HONDA,2019,108,0.0406," RM48,001 - RM72,000",74000
"JALAN KAPAR, KLANG          ",PROTON,2019,60,0.0483," Above RM120,000    ",20000
TAMAN SRI TEBRAU,KIA,2018,108,0.041," RM24,001 - RM48,000",68000
SS2 PJ,PERODUA,2019,108,0.0482," RM48,001 - RM72,000",43600
KL MAIN (EON BUILDING),MAZDA,2019,84,0.0389," RM48,001 - RM72,000",125000
KOTA KINABALU API API,ISUZU,2019,108,0.0407," RM24,001 - RM48,000",123000
TAMAN SRI TEBRAU,PERODUA,2019,84,0.0465," RM24,001 - RM48,000",47000
"JALAN KAPAR, KLANG          ",PERODUA,2019,108,0.0495," RM24,001 - RM48,000",30000
KL MAIN (EON BUILDING),MERCEDES BENZ,2018,108,0.0399," RM48,001 - RM72,000",200000
BATU PAHAT BRANCH,PERODUA,2019,96,0.046," RM24,001 - RM48,000",44000
"JALAN KAPAR, KLANG          ",TOYOTA,2019,36,0.0444," RM96,001 - RM120,000",30000
"JLN SULTAN IDRIS SHAH, IPOH BRANCH",PERODUA,2019,108,0.049," RM24,001 - RM48,000",54700
KROKOP ,PERODUA,2019,108,0.0477," RM24,001 - RM48,000",50000
TAMAN SRI TEBRAU,HONDA,2019,84,0.0395," RM24,001 - RM48,000",92000
TAMAN SRI TEBRAU,PERODUA,2019,108,0.0471," RM48,001 - RM72,000",35300
TAMAN MIDAH,LEXUS,2019,84,0.0376," RM72,001 - RM96,000",301000
"UKAY PERDANA, SELANGOR",PERODUA,2019,84,0.044," RM48,001 - RM72,000",50000
"JALAN KAPAR, KLANG          ",PROTON,2019,108,0.0481," RM24,001 - RM48,000",34500
KULAI BRANCH,PERODUA,2019,60,0.045," Above RM120,000    ",50200
"JALAN BESERAH, KUANTAN   ",NISSAN,2018,108,0.0412," RM24,001 - RM48,000",60000
TAMAN SRI TEBRAU,VOLKSWAGEN,2019,84,0.0386," RM48,001 - RM72,000",75000
TAMAN SRI TEBRAU,MAZDA,2019,60,0.0385," Above RM120,000    ",120000
UPPER LANANG,PERODUA,2019,84,0.0469," RM9,001 - RM12,000 ",36300
PUCHONG JAYA,MERCEDES BENZ,2019,108,0.0393," Above RM120,000    ",253000
KL MAIN (EON BUILDING),PERODUA,2019,108,0.049," RM18,001 - RM24,000",45800
BATU PAHAT BRANCH,PERODUA,2019,84,0.0459," RM24,001 - RM48,000",31300
"JALAN BESERAH, KUANTAN   ",PROTON,2019,84,0.0389," Above RM120,000    ",75000
SS2 PJ,PROTON,2019,108,0.0483," RM24,001 - RM48,000",31400
KUANTAN BRANCH,PERODUA,2019,108,0.0473," RM18,001 - RM24,000",32800
SIBU,TOYOTA,2019,84,0.0392," RM24,001 - RM48,000",98300
JERANTUT BRANCH,PERODUA,2019,108,0.046," RM18,001 - RM24,000",46700
SIBU,TOYOTA,2019,108,0.0398, Undisclosed        ,127000
CHERAS BRANCH,PERODUA,2019,84,0.0472," RM24,001 - RM48,000",23600
"T.NIAGA JAYA,BKT MERTAJAM   ",PERODUA,2018,108,0.0485," RM18,001 - RM24,000",32800
"T.NIAGA JAYA,BKT MERTAJAM   ",HONDA,2019,84,0.0398," RM72,001 - RM96,000",70000
BALAKONG BRANCH,TOYOTA,2019,60,0.0418," Above RM120,000    ",30000
TAMAN MALURI BRANCH,HONDA,2019,108,0.0403," RM96,001 - RM120,000",130000
SS2 PJ,NISSAN,2019,84,0.0398," RM24,001 - RM48,000",50000
"JALAN KAPAR, KLANG          ",HONDA,2019,108,0.0391," Above RM120,000    ",78500
KL MAIN (EON BUILDING),HONDA,2019,108,0.0397," RM24,001 - RM48,000",60000
"PUSAT DAGANGAN BAKRI,MUAR",KIA,2019,108,0.0381," RM72,001 - RM96,000",132000
KL MAIN (EON BUILDING),HONDA,2019,108,0.0389," RM24,001 - RM48,000",71200
TAMAN SRI TEBRAU,PROTON,2018,108,0.0493," RM24,001 - RM48,000",34000
"JALAN BESERAH, KUANTAN   ",HONDA,2019,108,0.0394," RM24,001 - RM48,000",63500
PUCHONG JAYA,TOYOTA,2019,108,0.0392," RM24,001 - RM48,000",71200
JALAN TUN JUGAH,HONDA,2019,108,0.0399," RM72,001 - RM96,000",128500
SS2 PJ,VOLKSWAGEN,2019,108,0.0338," RM96,001 - RM120,000",145000
KROKOP ,HONDA,2019,108,0.0406," RM48,001 - RM72,000",85600
KOTA KINABALU API API,PROTON,2019,108,0.0495," RM24,001 - RM48,000",36000
"JLN SULTAN IDRIS SHAH, IPOH BRANCH",TOYOTA,2019,108,0.0407," RM72,001 - RM96,000",87500
"SIMPANG AMPAT, PENANG",NISSAN,2019,84,0.0393," RM24,001 - RM48,000",50000
PUCHONG JAYA,PERODUA,2019,108,0.0476," RM24,001 - RM48,000",50000
SS2 PJ,PERODUA,2019,84,0.0418," RM48,001 - RM72,000",60000
KUCHING RH PLAZA,PERODUA,2019,108,0.0478," RM24,001 - RM48,000",54500
"TMN KULAI UTAMA, JB ",PROTON,2019,84,0.045," RM72,001 - RM96,000",48000
USJ,BMW,2019,60,0.038," Above RM120,000    ",150000
"PUSAT DAGANGAN BAKRI,MUAR",PROTON,2019,108,0.0403," RM24,001 - RM48,000",90000
MELAKA TMR1,PERODUA,2019,108,0.0463," RM72,001 - RM96,000",34800
TAMAN SRI TEBRAU,MAZDA,2019,108,0.0387," RM72,001 - RM96,000",130000
PERMAS JAYA,PERODUA,2019,60,0.048," Above RM120,000    ",36000
KEPONG BRANCH,MAZDA,2019,60,0.0397, Undisclosed        ,65000
PUCHONG JAYA,NISSAN,2019,108,0.0408," RM96,001 - RM120,000",67000
SEREMBAN 2,TOYOTA,2019,108,0.0391," RM24,001 - RM48,000",82000
KL MAIN (EON BUILDING),PERODUA,2019,108,0.0419," Above RM120,000    ",71000
SS2 PJ,HONDA,2019,108,0.0401," Above RM120,000    ",100900
"KOMPLEKS MUNSHI ABDULLAH, MELAKA BRANCH",PROTON,2018,84,0.0491," RM18,001 - RM24,000",34500
TAMAN SRI TEBRAU,PERODUA,2019,60,0.0476, Undisclosed        ,25000
MELAKA TMR1,PEUGEOT,2019,84,0.0395," RM72,001 - RM96,000",76000
KROKOP ,PERODUA,2019,108,0.0502," RM18,001 - RM24,000",34500
CHERAS BRANCH,PERODUA,2019,84,0.0479," RM48,001 - RM72,000",43100
TAMAN SRI TEBRAU,PERODUA,2019,60,0.0455," RM72,001 - RM96,000",47100
KUCHING RH PLAZA,FORD,2018,108,0.0401," RM72,001 - RM96,000",93300
PUCHONG JAYA,HONDA,2019,60,0.0396," Above RM120,000    ",70000
PUCHONG JAYA,MERCEDES BENZ,2019,108,0.0384," Above RM120,000    ",249000
BATU PAHAT BRANCH,PERODUA,2019,84,0.0447," RM12,001 - RM18,000",50000
KAMPAR BRANCH,TOYOTA,2019,36,0.0409," RM24,001 - RM48,000",55000
TANJONG MALIM,PERODUA,2019,108,0.049," Above RM120,000    ",31900
PUCHONG JAYA,PERODUA,2019,108,0.0483," RM24,001 - RM48,000",46800
TAMAN SRI TEBRAU,NISSAN,2018,108,0.0407," RM24,001 - RM48,000",55000
SS2 PJ,HONDA,2019,108,0.0396," Above RM120,000    ",95000
SHAH ALAM BRANCH,PERODUA,2019,108,0.0483," RM18,001 - RM24,000",44200
PUCHONG JAYA,HONDA,2019,108,0.0394," RM24,001 - RM48,000",61000
KL MAIN (EON BUILDING),PERODUA,2019,60,0.0453," RM48,001 - RM72,000",42000
"KAJANG, SELANGOR             ",TOYOTA,2019,36,0.0398, Undisclosed        ,65000
PUCHONG JAYA,HONDA,2019,84,0.0387," RM24,001 - RM48,000",120000
SEREMBAN 2,PERODUA,2019,108,0.049," RM24,001 - RM48,000",30500
SS2 PJ,HONDA,2019,108,0.0387," RM72,001 - RM96,000",127000
SEVENTH MILE BAZAAR BRANCH,PERODUA,2019,108,0.0517," RM12,001 - RM18,000",30000
BATU PAHAT BRANCH,PERODUA,2019,108,0.0502," RM24,001 - RM48,000",34800
KOTA KINABALU API API,PROTON,2019,108,0.0485," RM24,001 - RM48,000",29800
KOTA KINABALU API API,PERODUA,2019,108,0.0415," RM48,001 - RM72,000",77000
SEREMBAN BRANCH,NISSAN,2018,108,0.0421," RM24,001 - RM48,000",58600
"KOMPLEKS MUNSHI ABDULLAH, MELAKA BRANCH",PROTON,2019,108,0.0491," RM24,001 - RM48,000",36500
PUCHONG BRANCH,TOYOTA,2019,108,0.0394," RM24,001 - RM48,000",65000
KOTA KENMUNING,PERODUA,2019,108,0.0488," RM24,001 - RM48,000",50200
TAMAN SRI TEBRAU,PROTON,2019,108,0.0479," RM24,001 - RM48,000",36900
TELUK PULAI BRANCH,PERODUA,2019,108,0.0472," RM12,001 - RM18,000",30600
KOTA KINABALU API API,ISUZU,2019,108,0.04," RM48,001 - RM72,000",104500
TAMAN SRI TEBRAU,PERODUA,2019,60,0.0408," RM72,001 - RM96,000",65000
KEMAMAN BRANCH,PERODUA,2019,108,0.0491," RM72,001 - RM96,000",30000
YONG PENG BRANCH,PROTON,2019,60,0.045," RM72,001 - RM96,000",38900
SEVENTH MILE BAZAAR BRANCH,PERODUA,2018,84,0.048," RM24,001 - RM48,000",36300
SS2 PJ,PERODUA,2019,84,0.0475," RM18,001 - RM24,000",28500
SS2 PJ,HONDA,2019,108,0.0405," RM24,001 - RM48,000",80000
BATU BERENDAM,PERODUA,2019,108,0.0495," RM24,001 - RM48,000",46000
KEPONG BRANCH,PERODUA,2019,60,0.046, Undisclosed        ,30000
SS2 PJ,HONDA,2019,84,0.0381," RM72,001 - RM96,000",120000
PUCHONG JAYA,HONDA,2019,60,0.0392," RM72,001 - RM96,000",65000
PANDAN INDAH BRANCH,FORD,2019,84,0.0386," Above RM120,000    ",130000
"TAMAN UNIVERSITY, SKUDAI BRANCH",TOYOTA,2019,60,0.0395," RM72,001 - RM96,000",63400
SHAH ALAM BRANCH,HONDA,2019,60,0.0384," RM24,001 - RM48,000",137200
"JALAN BESERAH, KUANTAN   ",HONDA,2019,108,0.0406," RM48,001 - RM72,000",43000
JELUTONG,PROTON,2019,108,0.048," RM18,001 - RM24,000",35200
"JALAN BESERAH, KUANTAN   ",PERODUA,2019,84,0.0452," RM24,001 - RM48,000",40000
TAMAN ABAD,KIA,2019,60,0.0421," RM48,001 - RM72,000",29800
SITIAWAN BRANCH,TOYOTA,2019,36,0.0416," RM48,001 - RM72,000",50000
AUTO CITY-JURU PRAI,PERODUA,2019,84,0.0452," RM24,001 - RM48,000",44600
"PENANG, TIMES SQUARE",VOLKSWAGEN,2019,108,0.0338," Above RM120,000    ",140000
KOTA KINABALU API API,PERODUA,2019,108,0.0482," RM24,001 - RM48,000",43600
TAMAN ABAD,HONDA,2019,108,0.0404," RM96,001 - RM120,000",72000
PUCHONG JAYA,HONDA,2019,108,0.0411," RM24,001 - RM48,000",64000
BATU PAHAT BRANCH,PERODUA,2019,60,0.0473," RM18,001 - RM24,000",30000
TAMAN SRI TEBRAU,PERODUA,2019,84,0.0452," RM24,001 - RM48,000",38900
PUCHONG BRANCH,VOLKSWAGEN,2019,84,0.0395," RM72,001 - RM96,000",75000
"JALAN KAPAR, KLANG          ",PROTON,2019,108,0.0398," RM48,001 - RM72,000",102000
LINTAS BRANCH,TOYOTA,2019,108,0.0388," RM24,001 - RM48,000",122500
TELUK PULAI BRANCH,PERODUA,2019,108,0.051, Undisclosed        ,28400
BINTULU BRANCH,NISSAN,2018,108,0.04," RM48,001 - RM72,000",104300
"JALAN GENUANG, SEGAMAT   ",PROTON,2019,108,0.0485," RM24,001 - RM48,000",29700
KEPONG BRANCH,PROTON,2019,108,0.0479," RM24,001 - RM48,000",34900
SRI ANDALAS BRANCH,PERODUA,2019,60,0.0457," Above RM120,000    ",40000
TAMAN SRI TEBRAU,TOYOTA,2019,84,0.0388," RM72,001 - RM96,000",79800
JALAN TUN JUGAH,NISSAN,2019,108,0.0393," RM72,001 - RM96,000",123400
KL MAIN (EON BUILDING),KIA,2019,84,0.0404," RM24,001 - RM48,000",51000
SITIAWAN BRANCH,PERODUA,2019,108,0.049," RM24,001 - RM48,000",37500
TAMAN MIDAH,PERODUA,2019,84,0.0457," RM24,001 - RM48,000",41000
TAMAN SRI TEBRAU,HONDA,2019,108,0.0389," RM24,001 - RM48,000",104000
PANDAN PERDANA BRANCH,PERODUA,2019,84,0.0474," RM72,001 - RM96,000",31900
BATU GAJAH BRANCH,PROTON,2018,108,0.0505," RM24,001 - RM48,000",34500
SEREMBAN 2,MAZDA,2019,108,0.0398," RM48,001 - RM72,000",137000
"JALAN FETTES, PENANG BRANCH",HONDA,2018,84,0.0404," RM48,001 - RM72,000",50000
"JALAN BESERAH, KUANTAN   ",PROTON,2019,108,0.0495," RM24,001 - RM48,000",40600
MELAKA TMR1,PROTON,2019,108,0.0475," RM48,001 - RM72,000",43500
BAHAU BRANCH,PROTON,2019,108,0.0495," RM24,001 - RM48,000",32000
KUCHING RH PLAZA,PERODUA,2019,108,0.049, Undisclosed        ,33600
SIBU,PERODUA,2019,60,0.0408," RM48,001 - RM72,000",67700
SEREMBAN BRANCH,NISSAN,2019,108,0.0401," RM24,001 - RM48,000",95000
KL MAIN (EON BUILDING),HONDA,2019,84,0.0396," RM96,001 - RM120,000",70000
SS2 PJ,HONDA,2019,108,0.0402," Above RM120,000    ",67000
"TAMAN SRI TANMING, CHERAS BRANCH",MAZDA,2019,84,0.0389," Above RM120,000    ",134400
"JALIL LINK, BUKIT JALIL",PERODUA,2019,60,0.0466, Undisclosed        ,40000
TELUK PULAI BRANCH,HONDA,2019,60,0.039," Above RM120,000    ",80000
"T.NIAGA JAYA,BKT MERTAJAM   ",HONDA,2019,84,0.0393," Above RM120,000    ",88000
"JLN KAMPONG BARU, SUNGAI PETANI BRANCH",TOYOTA,2019,108,0.0397," RM48,001 - RM72,000",75000
KOTA BHARU JLN SULTAN YAHYA PETRA,PERODUA,2019,108,0.0461," RM24,001 - RM48,000",50000
"JALAN KAPAR, KLANG          ",PERODUA,2019,72,0.045, Undisclosed        ,45000
KROKOP ,TOYOTA,2019,108,0.0409," Above RM120,000    ",96300
"JALAN KAPAR, KLANG          ",HONDA,2019,84,0.0389," RM24,001 - RM48,000",130500
RAWANG BRANCH,HONDA,2019,108,0.0399," Above RM120,000    ",128000
PUCHONG JAYA,PERODUA,2019,108,0.0468," RM24,001 - RM48,000",35500
KROKOP ,HONDA,2019,84,0.0394," RM72,001 - RM96,000",65400
SG BULOH NEW VILLAGE,BMW,2019,108,0.0395," Above RM120,000    ",321000
TAMAN SRI TEBRAU,PERODUA,2019,108,0.0421," RM48,001 - RM72,000",74000
"JALAN KAPAR, KLANG          ",PROTON,2019,108,0.0479," RM24,001 - RM48,000",36900
KOTA KINABALU PANTAI,HONDA,2019,108,0.0405," RM72,001 - RM96,000",118800
KOTA KINABALU API API,PERODUA,2019,84,0.04," Above RM120,000    ",45000
MELAKA TMR1,SUBARU,2019,60,0.0383," Above RM120,000    ",110000
SEREMBAN 2,PERODUA,2019,108,0.0469," RM24,001 - RM48,000",28000
TAMAN SRI TEBRAU,TOYOTA,2019,108,0.0393," RM96,001 - RM120,000",68000
BATU PAHAT BRANCH,PERODUA,2019,108,0.0473," RM24,001 - RM48,000",30000
MENTAKAB BRANCH,PERODUA,2019,36,0.0535," RM48,001 - RM72,000",20000
TAMAN SRI TEBRAU,PERODUA,2019,84,0.0477, Undisclosed        ,52700
"TAMAN NUSA BESTARI JAYA, JB BRANCH",PERODUA,2019,108,0.0456," RM24,001 - RM48,000",47800
"J.SONG THIAN CHEOK,KUCHING       ",PERODUA,2019,108,0.047," RM24,001 - RM48,000",46100
DAMANSARA CITY BRANCH,HONDA,2019,108,0.0416, Undisclosed        ,40000
YONG PENG BRANCH,PERODUA,2019,60,0.0469," RM48,001 - RM72,000",30000
MELAKA TMR1,PERODUA,2019,108,0.0481," RM18,001 - RM24,000",46700
"JLN SULTAN IDRIS SHAH, IPOH BRANCH",PROTON,2019,108,0.0495," RM18,001 - RM24,000",24000
SEREMBAN 2,PERODUA,2019,84,0.0456," RM48,001 - RM72,000",34000
BATU PAHAT BRANCH,PROTON,2019,60,0.0462," RM48,001 - RM72,000",29000
SUNGAI BULOH,HONDA,2019,108,0.0389," Above RM120,000    ",100000
SITIAWAN BRANCH,TOYOTA,2019,84,0.0397," RM24,001 - RM48,000",78000
PUCHONG JAYA,NISSAN,2019,84,0.0392," RM24,001 - RM48,000",60000
TAMAN MELAWATI BRANCH,VOLKSWAGEN,2019,108,0.04," RM96,001 - RM120,000",86000
"PORT KLANG, SELANGOR         ",PROTON,2019,84,0.048," RM24,001 - RM48,000",35000
MASAI,MITSUBISHI,2019,108,0.04," RM48,001 - RM72,000",103000
SS2 PJ,HONDA,2019,108,0.0406," RM24,001 - RM48,000",78000
PUCHONG JAYA,PROTON,2019,60,0.0457," RM48,001 - RM72,000",32000
KEPALA BATAS BRANCH,MAZDA,2019,108,0.0403," RM48,001 - RM72,000",110000
PUCHONG JAYA,SUBARU,2019,84,0.039," RM72,001 - RM96,000",110000
TAMAN SRI TEBRAU,PERODUA,2019,108,0.0419," RM48,001 - RM72,000",72200
TAMAN SRI TEBRAU,HONDA,2019,108,0.04," RM48,001 - RM72,000",78500
BATU PAHAT BRANCH,PERODUA,2019,108,0.049," RM24,001 - RM48,000",47000
TAMAN SRI TEBRAU,PERODUA,2019,84,0.049," RM24,001 - RM48,000",32000
"PUSAT DAGANGAN BAKRI,MUAR",PERODUA,2019,108,0.0495," RM24,001 - RM48,000",27500
TAMAN SRI TEBRAU,HONDA,2019,108,0.04," RM96,001 - RM120,000",75600
MELAKA TMR1,PERODUA,2019,108,0.049," RM18,001 - RM24,000",30400
TAMAN SRI TEBRAU,HONDA,2019,84,0.0408," RM72,001 - RM96,000",55500
KOTA KINABALU API API,HONDA,2019,108,0.0408," RM48,001 - RM72,000",85700
MELAKA TMR1,TOYOTA,2018,108,0.0402," RM72,001 - RM96,000",122000
"JALAN KAPAR, KLANG          ",TOYOTA,2019,108,0.0391," RM48,001 - RM72,000",80900
JALAN KENANGA BRANCH,PERODUA,2019,108,0.0478," RM18,001 - RM24,000",30500
PARAMOUNT GARDEN BRANCH,MAZDA,2019,84,0.0387," RM72,001 - RM96,000",118000
"HUMPHREY STREET, SANDAKAN BRANCH",PERODUA,2019,84,0.0474," RM24,001 - RM48,000",36900
"JALAN KAPAR, KLANG          ",HONDA,2019,108,0.0387," RM48,001 - RM72,000",128700
BATU PAHAT BRANCH,PERODUA,2019,96,0.0484," RM24,001 - RM48,000",38300
KLUANG BRANCH,HONDA,2019,60,0.0394," Above RM120,000    ",65000
TAMAN MIDAH,PERODUA,2019,108,0.0475," RM24,001 - RM48,000",33700
TAMAN SRI TEBRAU,PERODUA,2019,60,0.0454," RM24,001 - RM48,000",43900
BATU PAHAT BRANCH,NISSAN,2019,60,0.0402, Undisclosed        ,48000
BINTULU BRANCH,PERODUA,2019,108,0.047," RM48,001 - RM72,000",34000
SS2 PJ,PERODUA,2019,84,0.0407," RM24,001 - RM48,000",57000
"JALAN BESERAH, KUANTAN   ",PERODUA,2019,108,0.0489," RM24,001 - RM48,000",40700
DAMANSARA CITY BRANCH,PERODUA,2019,84,0.0455," RM24,001 - RM48,000",39000
SIBU,PERODUA,2018,84,0.0475," RM24,001 - RM48,000",43000
USJ,PERODUA,2019,84,0.0471," RM48,001 - RM72,000",38900
TAMAN SRI TEBRAU,PROTON,2019,36,0.0451," Above RM120,000    ",58000
KROKOP ,PERODUA,2019,108,0.0462," RM48,001 - RM72,000",47600
"TMN MOLEK, JOHOR BAHRU   ",PERODUA,2019,84,0.048," Above RM120,000    ",32000
TAMAN SRI TEBRAU,MAZDA,2019,84,0.0386, Undisclosed        ,137000
TAMAN SRI TEBRAU,PERODUA,2019,108,0.0481," RM24,001 - RM48,000",44000
TAMAN ABAD,PERODUA,2019,84,0.0461," Above RM120,000    ",50600
"PUSAT DAGANGAN BAKRI,MUAR",NISSAN,2019,108,0.0399," Above RM120,000    ",132000
TAMAN MIDAH,PERODUA,2018,108,0.048," RM24,001 - RM48,000",50200
BATU PAHAT BRANCH,PROTON,2019,108,0.0464, Undisclosed        ,33200
PUCHONG JAYA,SUBARU,2018,84,0.039," RM72,001 - RM96,000",110000
JELUTONG,PROTON,2019,60,0.0459," RM24,001 - RM48,000",32000
KOTA KINABALU API API,PROTON,2019,108,0.049," RM24,001 - RM48,000",32900
PUCHONG JAYA,PROTON,2019,60,0.0471," RM48,001 - RM72,000",34500
"TAMAN PUTRA, AMPANG BRANCH",MAZDA,2019,60,0.0376," Above RM120,000    ",100000
PUCHONG JAYA,MINI,2019,60,0.0379," Above RM120,000    ",160000
PARAMOUNT GARDEN BRANCH,MAZDA,2019,84,0.039," RM72,001 - RM96,000",120000
JELUTONG,TOYOTA,2019,48,0.0403," Above RM120,000    ",40000
TAMAN MIDAH,PERODUA,2019,108,0.0489," RM24,001 - RM48,000",48500
KOTA KINABALU API API,PERODUA,2019,108,0.0503," RM24,001 - RM48,000",26000
KL MAIN (EON BUILDING),PERODUA,2019,108,0.0478," RM24,001 - RM48,000",52800
KUCHING RH PLAZA,PERODUA,2019,108,0.042," RM24,001 - RM48,000",73700
BINTULU BRANCH,NISSAN,2019,108,0.0405," RM48,001 - RM72,000",67900
"JALAN BESERAH, KUANTAN   ",PERODUA,2019,108,0.0495," RM18,001 - RM24,000",32000
"JALAN KAPAR, KLANG          ",HONDA,2019,84,0.0387," RM48,001 - RM72,000",120000
TAMAN SRI TEBRAU,PERODUA,2019,60,0.0458, Undisclosed        ,31500
PUCHONG JAYA,NISSAN,2019,84,0.038," Above RM120,000    ",147900
KOTA KINABALU API API,ISUZU,2019,108,0.0388," RM24,001 - RM48,000",110000
KUALA TERENGGANU (2),PERODUA,2019,108,0.0475," RM48,001 - RM72,000",32000
"KAJANG, SELANGOR             ",PERODUA,2019,60,0.0468," RM24,001 - RM48,000",30000
KOTA KINABALU API API,PROTON,2019,108,0.0495," RM24,001 - RM48,000",32600
TAMAN SRI TEBRAU,MAZDA,2019,108,0.0399," RM72,001 - RM96,000",135000
BATU PAHAT BRANCH,TOYOTA,2019,84,0.0394," RM72,001 - RM96,000",78000
"PUSAT DAGANGAN BAKRI,MUAR",HONDA,2019,108,0.04," RM24,001 - RM48,000",80000
BATU PAHAT BRANCH,PERODUA,2019,108,0.049," RM24,001 - RM48,000",49700
PUCHONG JAYA,HONDA,2018,108,0.0406," RM48,001 - RM72,000",78000
PUCHONG JAYA,HONDA,2019,108,0.0397," Above RM120,000    ",85000
KOTA KINABALU API API,TOYOTA,2018,84,0.0397," RM48,001 - RM72,000",119000
